sample_id,Yp,D_H,He3oH,Li7oH,Neff,YPCMB,He3oHe4,n,p,H2,H3,He3,He4,Li7,Be7,He6,Li8,Li6,B8
157,0.2467474746787592,2.5288243904637334e-05,1.0161848845930022e-05,5.240428259081093e-10,3.0439772985579183,0.24542207676609312,0.00012407531794178525,4.1639230206109167e-16,0.753191467327364,1.9046889532666063e-05,5.951903928704765e-08,7.594298803737866e-06,0.0616868686696898,2.1651697125266382e-11,3.730528878628408e-10,0.0,0.0,0.0,0.0
158,0.2470547165846192,2.4311657789298076e-05,1.0349675080243575e-05,5.559871033449523e-10,3.0439772985579183,0.24572820670910664,0.00012616020123261984,4.0390264664901036e-16,0.7528852963529432,1.830388967952702e-05,5.9243955349597635e-08,7.732874234596257e-06,0.0617636791461548,2.3049399441039457e-11,3.955451156292394e-10,0.0,0.0,0.0,0.0
159,0.2471203562044545,2.4184546320442638e-05,1.0238819310848835e-05,5.271421716766916e-10,3.0439772985579183,0.24579360894144478,0.0001247649385917994,3.9819672581686797e-16,0.7528201038269,1.82066126719621e-05,5.8445401978396644e-08,7.649543614679692e-06,0.061780089051113624,2.1397676802909813e-11,3.7544554761027475e-10,0.0,0.0,0.0,0.0
160,0.24716465568558535,2.437170712907458e-05,1.0502255045235894e-05,5.521015355962093e-10,3.0439772985579183,0.24583774824688356,0.00012794441496451103,3.9919323090511346e-16,0.7527749310835443,1.8346410154477442e-05,5.857513294747912e-08,7.847259184951777e-06,0.06179116392139634,2.2378187073399725e-11,3.9323000833615576e-10,0.0,0.0,0.0,0.0
161,0.2469798156659365,2.4632422487326632e-05,1.04346918988365e-05,5.634594522767337e-10,3.0439772985579183,0.24565357674645852,0.0001272476545174506,4.0388072644694537e-16,0.7529595162303497,1.8547216919639048e-05,5.832644052023574e-08,7.798574123640446e-06,0.06174495391648412,2.161482326376638e-11,4.026473333379409e-10,0.0,0.0,0.0,0.0
162,0.24693115283038422,2.4024314481494278e-05,1.0313414669258845e-05,5.522024653867535e-10,3.0439772985579183,0.24560508999271172,0.00012580183166080013,3.945334119902556e-16,0.7530093648995035,1.8090533789855953e-05,5.906304830405348e-08,7.707034781739772e-06,0.061732788207596055,2.1961302625329246e-11,3.9385232513149014e-10,0.0,0.0,0.0,0.0
163,0.2469216013446468,2.4526282550563782e-05,1.0228297797145514e-05,5.404851213965574e-10,3.0439772985579183,0.24559557307206054,0.00012476990120624754,4.035147968160744e-16,0.7530183520384482,1.846874086785489e-05,5.8933417670798445e-08,7.643162533694207e-06,0.0617304003361617,2.251418417110375e-11,3.8448103124423255e-10,0.0,0.0,0.0,0.0
164,0.24700221963455254,2.449478634216266e-05,1.0287495430953246e-05,5.698019767896141e-10,3.0439772985579183,0.24567589965977468,0.00012543762050597895,4.051157406667624e-16,0.7529376537419887,1.8443046957379262e-05,5.9551951697541066e-08,7.686290720965826e-06,0.061750554908638136,2.199456638277596e-11,4.070307971187432e-10,0.0,0.0,0.0,0.0
165,0.24712189153569877,2.4211574907953094e-05,1.0508086837393076e-05,5.72449769140285e-10,3.0439772985579183,0.24579513872085398,0.00012804492589155517,3.972980577347273e-16,0.7528179196061832,1.8226907452594514e-05,5.8854775817311684e-08,7.85182129615006e-06,0.06178047288392469,2.1387545270493238e-11,4.095628990127359e-10,0.0,0.0,0.0,0.0
166,0.2471002924557149,2.4341652031686997e-05,1.0275310862740172e-05,5.422284708171254e-10,3.0439772985579183,0.24577361774730916,0.00012522305628317424,3.992008256835145e-16,0.7528398469669063,1.8325365590456923e-05,5.844992925839156e-08,7.67721352818431e-06,0.06177507311392873,2.1782294263069385e-11,3.8642890472799495e-10,0.0,0.0,0.0,0.0
167,0.24685659716015776,2.4394324705299605e-05,1.0354081402139747e-05,5.400210108614894e-10,3.0439772985579183,0.24553080416030404,0.00012634842292330337,3.9710400196547737e-16,0.7530832656230013,1.8370957711734887e-05,5.821929022716775e-08,7.739266144622616e-06,0.06171414929003944,2.0125357281541572e-11,3.865554290830631e-10,0.0,0.0,0.0,0.0
168,0.24694147362510807,2.4532591541558296e-05,1.0549701245356101e-05,5.624090483054973e-10,3.0439772985579183,0.24561537343981757,0.00012867666397750808,4.0008072226249864e-16,0.7529977457360721,1.8472986127857227e-05,5.775257172599892e-08,7.886148684216178e-06,0.06173536840627702,2.229831257598854e-11,4.0119443297962065e-10,0.0,0.0,0.0,0.0
169,0.24706464104565395,2.485475287187717e-05,1.0204757993108236e-05,5.271175318531704e-10,3.0439772985579183,0.2457380952741253,0.00012438697729773033,4.10701928229887e-16,0.7528748824218123,1.8712519146037726e-05,5.880981898529949e-08,7.624096155219114e-06,0.06176616026141349,2.0536838838644452e-11,3.7631671097778707e-10,0.0,0.0,0.0,0.0
170,0.2471619230286933,2.4311267520710955e-05,1.0238976871392853e-05,5.345193910125224e-10,3.0439772985579183,0.24583502546977895,0.00012473895673768219,3.9951519192436776e-16,0.752778349124361,1.830099582936149e-05,5.92115575334613e-08,7.648468548436165e-06,0.061790480757173326,2.0987441148104853e-11,3.8138718359326065e-10,0.0,0.0,0.0,0.0
171,0.24699915810945464,2.436624736295846e-05,1.052323277634843e-05,5.575213340971412e-10,3.0439772985579183,0.2456728492105452,0.0001283140704771246,3.947420130887183e-16,0.7529403761902876,1.8346331455811545e-05,5.677142847315249e-08,7.866595416888598e-06,0.06174978952736366,2.0487529710608033e-11,3.992927933186045e-10,0.0,0.0,0.0,0.0
172,0.24701380812616608,2.4339804876885097e-05,1.0429933301890262e-05,5.566495471667728e-10,3.0439772985579183,0.24568744622819277,0.0001271664574589559,4.0169938123704386e-16,0.7529259778957044,1.8326071388719345e-05,5.8818209719559466e-08,7.794149520993138e-06,0.06175345203154152,2.172931928692331e-11,3.9738658535882014e-10,0.0,0.0,0.0,0.0
173,0.24704061588084508,2.399573175827001e-05,1.030451852464758e-05,5.389527401110088e-10,3.0439772985579183,0.24571415700890614,0.00012561937151053964,3.926630487572754e-16,0.752899973693573,1.8066385809559525e-05,5.783946491239204e-08,7.700432261219707e-06,0.06176015397021127,2.043936035289467e-11,3.853381434987629e-10,0.0,0.0,0.0,0.0
174,0.2468854206156756,2.4011493415769652e-05,1.0398914629385402e-05,5.440616499673492e-10,3.0439772985579183,0.24555952328631053,0.00012687592166074426,3.8817347175228644e-16,0.7530549197100596,1.808197324633104e-05,5.841954146393558e-08,7.772534279839652e-06,0.0617213551539189,2.1288802786635597e-11,3.8841949934684907e-10,0.0,0.0,0.0,0.0
175,0.24696051092073693,2.3964395302500968e-05,1.0493169276404413e-05,5.709478439519496e-10,3.0439772985579183,0.24563434184960192,0.0001279741988442735,3.9450465266864757e-16,0.7529796932353353,1.804470302344749e-05,5.8462466982144986e-08,7.842680915831297e-06,0.06174012773018423,2.1898544291916668e-11,4.080135881003985e-10,0.0,0.0,0.0,0.0
176,0.24706344063293506,2.3925361267138247e-05,1.0442033981660308e-05,5.764913538898816e-10,3.0439772985579183,0.245736899203133,0.00012728012907477822,3.8683283599408253e-16,0.7528769459247334,1.8012852920948952e-05,5.821029897043361e-08,7.803356354384262e-06,0.061765860158233765,2.130697597308816e-11,4.127200738955406e-10,0.0,0.0,0.0,0.0
177,0.24688707311583374,2.4236201537453135e-05,1.0360397477094359e-05,5.965469087303317e-10,3.0439772985579183,0.24556116980542933,0.0001264048127779607,3.9629267968331587e-16,0.7530530156662018,1.825114465607292e-05,5.801049443854542e-08,7.74391806918787e-06,0.061721768278958436,2.1817725969887854e-11,4.2741372263583884e-10,0.0,0.0,0.0,0.0
178,0.24702913947253594,2.4170968050648503e-05,1.0402504690139237e-05,5.643500667301927e-10,3.0439772985579183,0.24570272211393235,0.00012682163488836703,3.9441795096246447e-16,0.7529109639015725,1.8198586853447877e-05,5.862432012997435e-08,7.773535513113388e-06,0.061757284868133984,2.3117181103933403e-11,4.017881716158128e-10,0.0,0.0,0.0,0.0
179,0.24709402565491456,2.3913089515361808e-05,1.045665262542616e-05,5.723654569670979e-10,3.0439772985579183,0.24576737360970993,0.0001274373628247715,3.8983760776611535e-16,0.7528463488079057,1.800288213035675e-05,5.8121008876736167e-08,7.81413174092795e-06,0.06177350641372864,2.11722634078331e-11,4.09730981053615e-10,0.0,0.0,0.0,0.0
180,0.24686251882954052,2.42377947664755e-05,1.0336466954187018e-05,5.478104052678711e-10,3.0439772985579183,0.24553670439462166,0.00012612950672490018,3.964280057806309e-16,0.7530776199169226,1.8252940794772213e-05,5.977622210486968e-08,7.724385710104212e-06,0.06171562970738513,2.0906882834455548e-11,3.916368733303976e-10,0.0,0.0,0.0,0.0
181,0.24687475777776258,2.4822970318381478e-05,1.017730106478717e-05,5.237383335147954e-10,3.0439772985579183,0.24554889904227845,0.00012417904323705863,4.134248023123714e-16,0.7530648603462595,1.8693306676191293e-05,5.8980375887283384e-08,7.605187429168504e-06,0.061718689444440644,1.9538356376669586e-11,3.748705786096325e-10,0.0,0.0,0.0,0.0
182,0.24703229313814806,2.4433191851028423e-05,1.037241789739491e-05,5.639644560874306e-10,3.0439772985579183,0.24570586437167935,0.00012645263433202827,4.037846416300348e-16,0.7529074836120472,1.8395932993168186e-05,5.9025129633430944e-08,7.750445928466731e-06,0.061758073284537016,2.1359218151931432e-11,4.032538413274928e-10,0.0,0.0,0.0,0.0
183,0.24680259024514792,2.3993399637938684e-05,1.0571888070361033e-05,5.868733178750591e-10,3.0439772985579183,0.24547699276075538,0.0001290437685033711,3.907770033780468e-16,0.7531373797580225,1.8070326134804226e-05,5.730789120116775e-08,7.904776189205638e-06,0.06170064756128698,2.2645209708439602e-11,4.193510231658794e-10,0.0,0.0,0.0,0.0
184,0.2469768124069948,2.468294415357097e-05,1.0295578557628869e-05,5.310378411650472e-10,3.0439772985579183,0.24565058435354706,0.00012555328001624645,4.096804769031216e-16,0.7529627575586407,1.8585337694538727e-05,5.8831839828226234e-08,7.69335538158562e-06,0.0617442031017487,2.355023348088798e-11,3.763014837707335e-10,0.0,0.0,0.0,0.0
185,0.24685913384836353,2.3931590856822936e-05,1.0622806810109449e-05,5.837186644739428e-10,3.0439772985579183,0.24553333166622782,0.00012962586273587365,3.9284843392666663e-16,0.7530808187359603,1.802242203611024e-05,5.7957341845490805e-08,7.941874707985667e-06,0.06171478346209088,2.2317262729393753e-11,4.172700670241044e-10,0.0,0.0,0.0,0.0
186,0.24694529724302497,2.4295098727232424e-05,1.025699670342878e-05,5.376103948440537e-10,3.0439772985579183,0.24561918322168214,0.00012510408932463201,3.9475284130299334e-16,0.7529949413521256,1.829408644125648e-05,5.799339888631473e-08,7.665473232260985e-06,0.06173632431075624,2.0697596111065594e-11,3.8412031162482565e-10,0.0,0.0,0.0,0.0
187,0.24700926749374005,2.4142885677266414e-05,1.0755951278899785e-05,5.859511798864386e-10,3.0439772985579183,0.24568292202199302,0.0001311445407601174,3.959261328211857e-16,0.7529300781723389,1.8177904800290042e-05,5.838840283706225e-08,8.040090834402823e-06,0.06175231687343501,2.224636475480721e-11,4.189339029222632e-10,0.0,0.0,0.0,0.0
188,0.24715031167196483,2.4555042007058447e-05,1.0260106267170782e-05,5.477480664047252e-10,3.0439772985579183,0.2458234560945265,0.00012500410254863293,4.0461956281861864e-16,0.7527895447833434,1.8484778894629402e-05,5.934223462399857e-08,7.664358491668222e-06,0.06178757791799121,2.3315607234086925e-11,3.8902341033068267e-10,0.0,0.0,0.0,0.0
189,0.24708752325992037,2.46231562527784e-05,1.011793046479548e-05,5.239620504292594e-10,3.0439772985579183,0.24576089473050755,0.00012331354685446398,4.051018080428535e-16,0.7528525468395166,1.853760589613159e-05,5.988120041889672e-08,7.557428518747515e-06,0.06177188081498009,2.1998154056194304e-11,3.724680100567289e-10,0.0,0.0,0.0,0.0
190,0.2470304368861509,2.4557550929228428e-05,1.0477325814771147e-05,5.865464766830581e-10,3.0439772985579183,0.24570401483435048,0.00012773279463101708,4.02699272181784e-16,0.7529089154100712,1.8489599035252963e-05,5.859655839357158e-08,7.829875457203712e-06,0.061757609221537724,2.224294987134289e-11,4.1937312172569704e-10,0.0,0.0,0.0,0.0
191,0.24698442727157627,2.4408071439433485e-05,1.0264685854697117e-05,5.511469648753097e-10,3.0439772985579183,0.24565817166719098,0.00012517150263758302,4.051991566721756e-16,0.7529556268767631,1.8378194731531457e-05,5.9064812637794825e-08,7.669788159778716e-06,0.06174610681789407,2.203061625813772e-11,3.929585921807764e-10,0.0,0.0,0.0,0.0
192,0.24707191178124369,2.4653970015064487e-05,1.0444321260108131e-05,5.36375808352172e-10,3.0439772985579183,0.24574533971290907,0.0001273020256859762,4.089642119586222e-16,0.7528673734882196,1.8561169651298923e-05,5.913984533963391e-08,7.804048869625147e-06,0.06176797794531092,2.150457278127628e-11,3.823152732554441e-10,0.0,0.0,0.0,0.0
193,0.24702768997560376,2.4275656895724116e-05,1.0213953910190252e-05,5.483413717983878e-10,3.0439772985579183,0.2457012778603637,0.00012452394189358765,4.0418152563243843e-16,0.7529126815899323,1.8277449930716776e-05,5.80297619998881e-08,7.632185666157429e-06,0.06175692249390094,2.245213177096582e-11,3.9040104089646045e-10,0.0,0.0,0.0,0.0
194,0.24712945697894736,2.3894915841066774e-05,1.0471409585109497e-05,5.61369458318745e-10,3.0439772985579183,0.24580267680756843,0.0001275929065035743,3.907777940257907e-16,0.7528109143833142,1.7988353443425817e-05,5.893675586948016e-08,7.824054668779e-06,0.06178236424473684,2.0873971654159825e-11,4.0173108356964036e-10,0.0,0.0,0.0,0.0
195,0.247017126178227,2.4207570626005554e-05,1.0534299250425768e-05,5.356402464660579e-10,3.0439772985579183,0.24569075227702858,0.0001284366367987754,3.9608847996498347e-16,0.7529226236084933,1.8226427586919998e-05,5.87017967650126e-08,7.87281043274254e-06,0.06175428154455675,2.3447965276862015e-11,3.798476944026623e-10,0.0,0.0,0.0,0.0
196,0.2469778393637697,2.4528183631252825e-05,1.048271393276587e-05,5.613715936214929e-10,3.0439772985579183,0.24565160759469612,0.00012783463416395787,4.005518705510429e-16,0.7529615408798501,1.8468778941972044e-05,5.7930076103792394e-08,7.83515035931427e-06,0.06174445984094243,2.2176143452656594e-11,4.005150766867598e-10,0.0,0.0,0.0,0.0
197,0.24714256202776655,2.436558345118234e-05,1.033330865046778e-05,5.632263068210766e-10,3.0439772985579183,0.2458157344706439,0.00012590122822467368,4.0187089004801347e-16,0.7527974136454308,1.834234820401198e-05,5.9050033413655835e-08,7.719837993058446e-06,0.06178564050694164,2.2033090841491345e-11,4.0196221623048303e-10,0.0,0.0,0.0,0.0
198,0.24710300804886204,2.4140236706918815e-05,1.0359142602346791e-05,5.751175721407403e-10,3.0439772985579183,0.24577632351998333,0.0001262428724343943,3.9261431255618735e-16,0.7528372453382529,1.817366930425014e-05,5.8325182504188705e-08,7.740423198312711e-06,0.06177575201221551,2.2408228658555814e-11,4.105617000975031e-10,0.0,0.0,0.0,0.0
199,0.24676566129557792,2.4168763161758522e-05,1.030689569315737e-05,5.782421200061015e-10,3.0439772985579183,0.24544019752497434,0.00012583424154531174,3.9455657869690135e-16,0.753174640381078,1.820329950281292e-05,5.98871180781195e-08,7.703005339060964e-06,0.06169141532389448,2.4106405207555814e-11,4.114108955812318e-10,0.0,0.0,0.0,0.0
200,0.24694543045705425,2.486712428461851e-05,1.0230234776040397e-05,5.477521727204823e-10,3.0439772985579183,0.24561931595367004,0.00012477745328329438,4.0996145753452415e-16,0.7529940071498616,1.8724795561368528e-05,5.901524901926414e-08,7.644290229075263e-06,0.06173635761426356,2.102841015197161e-11,3.914256933098675e-10,0.0,0.0,0.0,0.0
201,0.24698322718285937,2.4418808231175108e-05,1.0630226713763058e-05,5.50358542536805e-10,3.0439772985579183,0.24565697592039673,0.00012962973912051707,4.0078256713847556e-16,0.7529559850639298,1.838628780579165e-05,5.819465586671154e-08,7.945898170847654e-06,0.06174580679571484,1.9799250314074574e-11,3.945965082200742e-10,0.0,0.0,0.0,0.0
202,0.24706542145878846,2.4607163474849665e-05,1.0354383791792601e-05,5.433170011840799e-10,3.0439772985579183,0.24573887286462454,0.00012621025983727607,4.020273762279661e-16,0.7528741368423191,1.8526096961265282e-05,5.914705686000905e-08,7.736400702919945e-06,0.061766355364697115,2.065727665959408e-11,3.8839204163862735e-10,0.0,0.0,0.0,0.0
203,0.2472508342576003,2.3868142067489604e-05,1.0591463402247121e-05,6.081369058989284e-10,3.0439772985579183,0.2459236152989266,0.00012897155820706816,3.9315067686781275e-16,0.7526893157048232,1.7965295519924255e-05,5.801067281969847e-08,7.914070667730366e-06,0.061812708564400076,2.2763691171500922e-11,4.3497446038441194e-10,0.0,0.0,0.0,0.0
204,0.24701294741205393,2.440724545112073e-05,1.0261638119930855e-05,5.38348558436436e-10,3.0439772985579183,0.24568658862778398,0.00012511515187122504,4.035454945994299e-16,0.7529271172014955,1.8376876956341646e-05,5.9321891782401576e-08,7.666943715622111e-06,0.06175323685301348,2.2011274173790704e-11,3.8332595397933593e-10,0.0,0.0,0.0,0.0
205,0.2469412010827843,2.4513987044896508e-05,1.0158911011966104e-05,5.367375777363813e-10,3.0439772985579183,0.24561510188371682,0.00012391045446607423,3.9813626089792697e-16,0.7529989291304001,1.8459005993523573e-05,5.883124390803289e-08,7.5908178692334725e-06,0.06173530027069608,2.1368983861432747e-11,3.827938373981073e-10,0.0,0.0,0.0,0.0
206,0.24687455500912248,2.4536860959160915e-05,1.042912779348353e-05,5.619856255876851e-10,3.0439772985579183,0.24554869700757012,0.0001272518399198378,4.0291752641644926e-16,0.7530649249003197,1.8477849355500103e-05,5.8982947647850164e-08,7.794827390927661e-06,0.06171863875228062,2.1168591749376047e-11,4.0204307117887327e-10,0.0,0.0,0.0,0.0
207,0.24694265114628502,2.4448475987204736e-05,1.03856984741913e-05,5.76848369830554e-10,3.0439772985579183,0.24561654670002242,0.00012667557323768361,4.002327267070438e-16,0.7529970653520437,1.8409630670695076e-05,5.822871918933389e-08,7.762171753507913e-06,0.061735662786571256,2.318447754264736e-11,4.111806520928702e-10,0.0,0.0,0.0,0.0
208,0.24710968179091278,2.399460195225944e-05,1.0739314277387475e-05,5.911841475525389e-10,3.0439772985579183,0.24578297312804548,0.00013087107209526708,3.9020970642226236e-16,0.7528299327544263,1.80638545741887e-05,5.7040404708660834e-08,8.027836840565603e-06,0.061777420447728194,2.2061093932439737e-11,4.2300002811502104e-10,0.0,0.0,0.0,0.0
209,0.24691193105879228,2.420959025113528e-05,1.0431200924536644e-05,5.607320627198127e-10,3.0439772985579183,0.24558593778252896,0.0001272516358952724,3.9895595936361877e-16,0.7530280400261707,1.823050029664909e-05,5.8496512889957534e-08,7.796490274433052e-06,0.06172798276469807,2.172817163963149e-11,4.0051879453010096e-10,0.0,0.0,0.0,0.0
210,0.24695981210116927,2.4141660474213574e-05,1.0354241777131816e-05,5.712386624020715e-10,3.0439772985579183,0.24563364555859946,0.00012628032797991644,3.940578196600912e-16,0.7529804388688164,1.8178198098895294e-05,5.7644799760157155e-08,7.738896717738391e-06,0.06173995302529232,2.1741280971847884e-11,4.0839025774249956e-10,0.0,0.0,0.0,0.0
211,0.24716567325621688,2.4219078298839654e-05,1.0404280134828416e-05,5.824975830268232e-10,3.0439772985579183,0.24583876213856531,0.00012675021191812434,3.9723475937634316e-16,0.7527743644473684,1.8231501273910075e-05,5.849241700729556e-08,7.773582949020546e-06,0.06179141831405422,2.1642101711969017e-11,4.1684714614317603e-10,0.0,0.0,0.0,0.0
212,0.24693801631859846,2.4532575573170805e-05,1.0385925910534277e-05,5.741499606320127e-10,3.0439772985579183,0.2456119286440134,0.00012668148324517707,4.0468238840065735e-16,0.7530015726650929,1.847306798812286e-05,5.819520702453351e-08,7.762423337190914e-06,0.061734504079649616,2.3200806760316984e-11,4.091350165411898e-10,0.0,0.0,0.0,0.0
213,0.24690967641763698,2.4474999648693904e-05,1.0267548803893855e-05,5.381286785028937e-10,3.0439772985579183,0.24558369130100804,0.00012525673525122727,4.038723554304525e-16,0.7530302645915203,1.8430415461333337e-05,5.895795192070025e-08,7.672817040581838e-06,0.061727419104409244,2.145942087650957e-11,3.8376776028080963e-10,0.0,0.0,0.0,0.0
214,0.24697663021058627,2.3780472490426578e-05,1.0391898436017778e-05,5.569697346231318e-10,3.0439772985579183,0.2456504028163438,0.00012672820499625865,3.8616864809769414e-16,0.7529640809934202,1.7905841614343357e-05,5.8539831502683186e-08,7.766186424150404e-06,0.06174415755264657,2.106658824363152e-11,3.983116161280241e-10,0.0,0.0,0.0,0.0
215,0.24694632096136002,2.4046514095576798e-05,1.050542091466027e-05,5.897983796905059e-10,3.0439772985579183,0.24562020323564981,0.00012813337012870275,3.867262322123715e-16,0.75299373063451,1.8106874357583703e-05,5.771233117466093e-08,7.852803755241183e-06,0.061736580240340004,2.330579079588059e-11,4.208086914494627e-10,0.0,0.0,0.0,0.0
216,0.24711556051363248,2.4390094450412273e-05,1.0330565572534887e-05,5.505322688349726e-10,3.0439772985579183,0.24578883059229778,0.00012588606934299995,4.023660122692607e-16,0.7528243823663214,1.8361457790487863e-05,5.9010381758240504e-08,7.71809126488012e-06,0.06177889012840812,2.2659142005119865e-11,3.91794973253298e-10,0.0,0.0,0.0,0.0
217,0.24700413784768346,2.4702282851547314e-05,1.029167852054645e-05,5.765228454467004e-10,3.0439772985579183,0.24567781093333538,0.00012548727794895424,4.095586386520699e-16,0.75293541376058,1.8599223559660658e-05,5.950312489663334e-08,7.689466100261884e-06,0.061751034461920866,2.404213779795333e-11,4.1004232938088504e-10,0.0,0.0,0.0,0.0
218,0.24690325712313527,2.4289836461393738e-05,1.0381954593847243e-05,5.578153885379167e-10,3.0439772985579183,0.24557729523857957,0.00012665677976432521,3.932820331507806e-16,0.7530367036827659,1.8291138381881398e-05,5.806476947093716e-08,7.75992809566394e-06,0.06172581428078382,2.1269481698424863e-11,3.987859797496892e-10,0.0,0.0,0.0,0.0
219,0.24695331425246467,2.464760496935901e-05,1.0303808984631311e-05,5.395682199633646e-10,3.0439772985579183,0.24562717122163782,0.0001256695324342011,4.091598206955633e-16,0.7529862884073553,1.8559308584008328e-05,5.9328598790449385e-08,7.699298285005442e-06,0.06173832856311617,2.3152762794229262e-11,3.8313470849854817e-10,0.0,0.0,0.0,0.0
220,0.24685409329427627,2.472126791861258e-05,1.0173785341966318e-05,5.191975822686344e-10,3.0439772985579183,0.24552830935798425,0.0001241499704382107,4.097162751250961e-16,0.7530856843081497,1.8617232967453463e-05,5.8780540552262505e-08,7.602951555706665e-06,0.06171352332356907,2.0214391526658095e-11,3.7078587500725334e-10,0.0,0.0,0.0,0.0
221,0.24700767504107837,2.4121564984233234e-05,1.031025333471048e-05,5.432216222668611e-10,3.0439772985579183,0.24568133533026956,0.00012571151042168634,4.0138556838731396e-16,0.7529327094860127,1.8161915280621657e-05,5.896325394488527e-08,7.703963724845875e-06,0.06175191876026959,2.2441914095064713e-11,3.865674138097103e-10,0.0,0.0,0.0,0.0
222,0.24701939410981744,2.458768832208269e-05,1.0115616791139073e-05,5.55083802545456e-10,3.0439772985579183,0.24569301200434915,0.00012333051979908003,4.077597744341165e-16,0.7529207290331494,1.8512580216702356e-05,5.921845224056005e-08,7.557039116763839e-06,0.06175484852745436,2.224478989556198e-11,3.9568931139145555e-10,0.0,0.0,0.0,0.0
223,0.24703641811094623,2.411336555420905e-05,1.0480172287110259e-05,5.667371171651465e-10,3.0439772985579183,0.24570997442328216,0.00012776350100953922,3.9538498978736266e-16,0.7529035971462454,1.815503966506636e-05,5.716840943920167e-08,7.833391004238506e-06,0.06175910452773656,2.1675411151300294e-11,4.0502300299863166e-10,0.0,0.0,0.0,0.0
224,0.246943740990807,2.3961047886035662e-05,1.0431206919490562e-05,5.798722392812326e-10,3.0439772985579183,0.2456176326008561,0.00012723000605030204,3.907573687125026e-16,0.752996606788599,1.8042587753283988e-05,5.813220487052558e-08,7.796531210215623e-06,0.06173593524770175,2.2216048738217375e-11,4.144257798114573e-10,0.0,0.0,0.0,0.0
225,0.24693603944590586,2.4511356984578416e-05,1.0272887684745022e-05,5.65514557746009e-10,3.0439772985579183,0.24560995892496357,0.00012530408859036924,3.96248526780904e-16,0.7530038367116806,1.8457145852397196e-05,5.7839327885305265e-08,7.67768451283587e-06,0.061734009861476466,2.182577846825596e-11,4.040088532307981e-10,0.0,0.0,0.0,0.0
226,0.24704002840857156,2.4282601494765697e-05,1.0309848052130318e-05,5.636980691748465e-10,3.0439772985579183,0.24571357166163646,0.00012568466503002227,3.973234486443579e-16,0.7529001170177974,1.8282373506905633e-05,5.918529373682534e-08,7.703100511147801e-06,0.06176000710214289,2.295204539489838e-11,4.0145629684955e-10,0.0,0.0,0.0,0.0
227,0.24703829373161573,2.469640719898943e-05,1.0278645469320808e-05,5.613428667918887e-10,3.0439772985579183,0.24571184325938025,0.00012530535907964423,4.0514281896245493e-16,0.7529012989808906,1.859395706028016e-05,5.9162927248747436e-08,7.679642598366935e-06,0.06175957343290393,2.1790316483750032e-11,4.0084545709751997e-10,0.0,0.0,0.0,0.0
228,0.24684194994633907,2.4599927662391835e-05,1.055375839903579e-05,5.624799770336653e-10,3.0439772985579183,0.2455162099681315,0.00012879505095962542,4.0020879418984963e-16,0.7530971508030878,1.8526135432509356e-05,5.8797153512228814e-08,7.889208227065783e-06,0.06171048748658477,2.1541519285425044e-11,4.0206054880241455e-10,0.0,0.0,0.0,0.0
229,0.247030108738305,2.4026464037515068e-05,1.0367542633176912e-05,5.437140552313125e-10,3.0439772985579183,0.24570368787352734,0.0001263947878184207,3.941292500044152e-16,0.7529102913650556,1.80897720389575e-05,5.938362133134681e-08,7.746445923353517e-06,0.06175752718457625,2.1981229125736607e-11,3.8738667861774686e-10,0.0,0.0,0.0,0.0
230,0.24705741016745744,2.4098049868900163e-05,1.0292733780931193e-05,5.575486819137437e-10,3.0439772985579183,0.24573089054932348,0.00012546435793128486,3.9569060626556996e-16,0.7528830531945861,1.814301336133295e-05,5.7671382238599166e-08,7.691553452467934e-06,0.06176435254186436,2.166715224801618e-11,3.981018016958203e-10,0.0,0.0,0.0,0.0
231,0.24694390635964428,2.46190500673498e-05,1.021995492992677e-05,5.420224677970687e-10,3.0439772985579183,0.24561779737129472,0.00012465315802992063,4.0646833097705943e-16,0.7529959279427865,1.8538044450533983e-05,5.910662195551143e-08,7.636477824038153e-06,0.06173597658991107,2.1946843163694257e-11,3.8619386794099857e-10,0.0,0.0,0.0,0.0
232,0.2470775884681753,2.4226592807043188e-05,1.069579178878192e-05,5.573475011634245e-10,3.0439772985579183,0.24575099586891427,0.0001303631432751767,3.9326622163444014e-16,0.7528617726867247,1.8239275606869987e-05,5.796321042873809e-08,7.994489555961733e-06,0.06176939711704382,2.1574846427814012e-11,3.9803078130059813e-10,0.0,0.0,0.0,0.0
233,0.24681924852179055,2.4762665958987413e-05,1.0484383056652334e-05,5.365392145839254e-10,3.0439772985579183,0.24549359072679916,0.00012796402422059447,4.067199300592311e-16,0.7531197621568995,1.864925309740335e-05,5.8628206396193705e-08,7.837367867591638e-06,0.06170481213044764,2.1236939106583685e-11,3.828413465687119e-10,0.0,0.0,0.0,0.0
234,0.24699412808053284,2.4420570183115874e-05,1.045926886969864e-05,5.597575594535882e-10,3.0439772985579183,0.24566783737935885,0.00012753759225348662,4.0249268573568144e-16,0.7529454684782397,1.8387357657031916e-05,5.8545985797292505e-08,7.816713113237819e-06,0.06174853202013321,2.1346234128974764e-11,4.001206837080433e-10,0.0,0.0,0.0,0.0
235,0.24677231287660484,2.4660385174617906e-05,1.0284877255955558e-05,5.371435890168385e-10,3.0439772985579183,0.24544682502026482,0.00012556081565361836,4.068879778385252e-16,0.7531672988020904,1.8573395689386086e-05,5.907778228342785e-08,7.687155439095676e-06,0.06169307821915121,2.164480734610562e-11,3.8291417866256686e-10,0.0,0.0,0.0,0.0
